Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction,Long,Lat
1633354724,2021-10-04T13:38:44Z,BAW874,"47.435062,19.257694",0,11,132,47.435062,19.257694
1633354728,2021-10-04T13:38:48Z,BAW874,"47.434925,19.257923",0,10,129,47.434925,19.257923
1633354732,2021-10-04T13:38:52Z,BAW874,"47.434856,19.258123",0,8,118,47.434856,19.258123
1633354736,2021-10-04T13:38:56Z,BAW874,"47.434799,19.258329",0,8,112,47.434799,19.258329
1633354741,2021-10-04T13:39:01Z,BAW874,"47.434696,19.25857",0,9,123,47.434696,19.25857
1633354747,2021-10-04T13:39:07Z,BAW874,"47.434521,19.258858",0,9,132,47.434521,19.258858
1633354752,2021-10-04T13:39:12Z,BAW874,"47.434387,19.259068",0,7,132,47.434387,19.259068
1633354760,2021-10-04T13:39:20Z,BAW874,"47.434181,19.259222",0,6,160,47.434181,19.259222
1633354768,2021-10-04T13:39:28Z,BAW874,"47.433994,19.259016",0,6,213,47.433994,19.259016
1633354775,2021-10-04T13:39:35Z,BAW874,"47.433857,19.258804",0,7,222,47.433857,19.258804
1633354783,2021-10-04T13:39:43Z,BAW874,"47.433678,19.25857",0,5,222,47.433678,19.25857
1633354824,2021-10-04T13:40:24Z,BAW874,"47.434547,19.25881",0,0,222,47.434547,19.25881
